player1_avg_aces,player2_avg_aces,player1_avg_1stIn,player2_avg_1stIn,player1_avg_1stWon,player2_avg_1stWon,player1_avg_2ndWon,player2_avg_2ndWon,player1_ht,player2_ht,player1_age,player2_age,player1_rank,player2_rank,player1_rank_points,player2_rank_points,winner
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834269406990373,-1.0556009921473777,-0.5607923310194853,1.23273256636973,-0.5742072082189261,-0.2716838122368856,2.6375079313198544,-0.3463778255350966,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,1.3633804744676117,-0.7419347601429065,-1.9357937053608456,0.2043490871079669,4.846411201819072,-0.6190178166366378,-0.888792320666359,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5463688675671403,0.9098214494773013,1.0921323347317315,-0.5481179659167978,-0.42472439951616264,-0.6060660198218748,0.03356065680527905,2.6506703884133196,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834269406990373,-0.6020419671570671,-0.06265065093007771,0.6314064126106421,2.552474873813876,0.7041663037764504,-0.8513994193744912,-0.7229300370311796,0
0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0370840992606398,0.6074487661504275,1.1827035492934417,1.1402208504067937,-0.26901314045078406,-0.44228697937208417,-0.3420698791271414,0.03145517579600713,0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,-0.2996692838301934,0.593990654642323,-0.7331413978426711,0.6216552614031815,0.24694981585411815,-0.7164270912089434,-0.6249496146520969,1
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,1.3633804744676117,2.473343356797817,-0.20119903105578596,0.32268964399765465,-0.5651212597094272,-0.6559442083045707,0.9568258315984561,0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0370840992606398,1.3633804744676117,-0.8777915819854725,-0.039303528120647226,1.0202760846105507,-0.2512114321806618,-0.7660867213830601,-0.37967836124563453,0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.266120216125222,1.3633804744676117,-0.22115027641307092,-0.2705828180279885,-0.5368365060432353,-0.38086983920341266,0.9535371388770545,-0.17987514698240684,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0370840992606398,-1.8115327004645618,-0.8777915819854725,-1.1031882616944175,1.0202760846105507,0.33566346276442144,-0.7660867213830601,-0.6556885706925933,0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.266120216125222,-0.6020419671570671,-0.28907868733435393,2.551024518841576,-0.36866834625262634,0.3766082228768691,-0.17653777854675273,-0.6620925198676968,0
0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7568354478187218,1.3633804744676117,-1.1042196183897488,-0.039303528120647226,0.28531894182196377,-0.2512114321806618,-0.6495775890514788,-0.37967836124563453,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540207555484549,1.3633804744676117,-0.24379308005349887,-0.3630945339909247,-0.524379605318005,-0.5719453863948352,0.8230214441886712,1.2450035444781116,0
0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,0.9098214494773013,-0.42493550917692,0.6314064126106421,-0.48078045277969894,-0.11472889847250287,0.3773580964722401,-0.4610085157694484,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,1.3633804744676117,-1.285362047513169,-0.3630945339909247,-0.09461653029756002,-0.5719453863948352,-0.48468215039639934,1.2450035444781116,0
0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.6020419671570671,-0.42493550917692,-1.0338044747222148,-0.48078045277969894,0.028577761921063954,0.3773580964722401,-0.5320923516130968,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,1.6657531577944853,-1.285362047513169,-0.22432696004652042,-0.09461653029756002,-0.5514730063386113,-0.48468215039639934,0.8255448735088353,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3249846386838726,0.9098214494773013,-1.4891472802770183,0.6314064126106421,0.7835949708311752,-0.11472889847250287,-0.7374369347441466,-0.4610085157694484,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,-0.2996692838301934,-0.6740063492216234,2.2734893709527655,-0.4496382009666232,-0.6197142731926907,0.24365909215731082,2.9516559996431817,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-1.3579736754742513,1.8393448548658424,0.677662270592111,-0.3562114455273961,0.0968190287751434,-0.211554184438758,-0.5589889381485312,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,0.15388974116011706,2.2016297131126845,0.14571990380522595,-0.5866641089441564,-0.5378247529677954,2.9367390362151724,0.6622441695436972,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7568354478187218,0.15388974116011706,1.3185603711360077,1.9034425071010193,-0.4309528498787778,-0.3672215858325968,0.11314339746892745,-0.21509686744547582,1
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.6020419671570671,0.11849177819334344,-0.6637576108704686,-0.5119227045927747,-0.469583486113716,0.6606726532348284,0.24278549857442108,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3249846386838726,-1.8115327004645618,0.639276261923179,1.371500140314135,0.06732317913043372,-0.4491111060574921,-0.5534416383297915,0.1115045404848003,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,1.3633804744676117,0.3902054218784748,0.006952329860820866,-0.15690103392371146,-0.5241764995969795,-0.4261092532679541,0.6174165253179731,0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,-0.2996692838301934,-0.44757831281734717,-1.3575954805924924,0.4348017505247272,-0.4764076127991239,-0.6775907137650831,0.290815117387697,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.266120216125222,-0.6020419671570671,-0.01736504364922263,-0.6175017528890004,-0.49946580386754436,-0.6128901465072828,0.6161063184631853,2.8235770161411127,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,-0.2996692838301934,-0.24379308005349887,-1.3575954805924924,1.5372374647076077,-0.4764076127991239,-0.8049230988269205,0.290815117387697,0
0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,-0.6020419671570671,0.3902054218784748,-0.6175017528890004,-0.15690103392371146,-0.6128901465072828,-0.4261092532679541,2.8235770161411127,0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,-0.2996692838301934,-0.24379308005349887,-0.43247832096312727,1.5372374647076077,0.4994425032142121,-0.8049230988269205,-0.6838659470630486,0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.266120216125222,0.15388974116011706,0.1411345818337706,-0.13181524408358342,-0.32506919371432036,-0.45593523274290004,-0.28986360125178806,0.1755440322358348,0
3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.266120216125222,-1.0556009921473777,-0.44757831281734717,1.810930791138083,0.297775842547194,-0.3194526990347412,-0.6533975606033339,-0.2977078118043104,1
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,1.3633804744676117,-0.5607923310194853,0.1688478327959596,-0.4122674987909324,-0.3331009524055571,-0.007822368339818118,-0.29386544229924827,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0370840992606398,-1.0556009921473777,1.7487736403041323,0.9551974184809204,-0.31261229298909005,-0.12155302515791082,-0.29368357280364316,-0.458446936099407,1
10.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,0.15388974116011706,-0.5607923310194853,-0.13181524408358342,-0.4122674987909324,-0.45593523274290004,-0.007822368339818118,0.1755440322358348,0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.266120216125222,-1.0556009921473777,-0.44757831281734717,0.9551974184809204,0.297775842547194,-0.12155302515791082,-0.6533975606033339,-0.458446936099407,1
11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,1.3633804744676117,1.9978444803488364,-0.9875486167407468,-0.5679787578563109,-0.4081663459450445,2.1727447258441477,-0.15105737569444128,1
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540207555484549,0.15388974116011706,0.005277759991205317,2.0653380100361587,-0.5555218571310807,-0.5992418931364669,1.6920649722357115,2.1831820986307675,0
0.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.266120216125222,-2.567464408781746,-0.9910056001876106,0.12259197481449151,-0.3935821477030869,-0.3876939658888206,-0.1478879919078393,-0.17731356731236544,1
8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.2996692838301934,1.9978444803488364,-0.686885539861203,-0.5679787578563109,-0.5105282462261637,2.1727447258441477,0.4252980500648695,1
12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540207555484549,1.6657531577944853,0.005277759991205317,-0.01617559912991277,-0.5555218571310807,-0.49687999285534773,1.6920649722357115,0.37086448207649014,1
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.266120216125222,0.6074487661504275,-0.9910056001876106,-1.2419558356388218,-0.3935821477030869,-0.5310006262823874,-0.1478879919078393,0.6398303474308352,1
10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.476586796376804,1.3633804744676117,0.0958489745529155,-0.7562693268334055,-0.3748967966152415,0.18553267568544668,-0.17399113084551598,-0.6031761874567451,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,0.6074487661504275,1.9978444803488364,-0.13181524408358342,-0.5679787578563109,-0.19661841869739818,2.1727447258441477,-0.4123385020386622,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,-0.2996692838301934,-0.3117214909747819,-0.686885539861203,-0.051017377759254016,-0.5105282462261637,-0.5101486274087668,0.4252980500648695,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,1.6657531577944853,-0.7872203674237616,0.03008025885155532,-0.4184959491535475,-0.585593639765651,0.008094179792911563,1.6996839359104567,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834269406990373,1.6657531577944853,-1.308004851153597,-0.01617559912991277,-0.3375260944395506,-0.49687999285534773,-0.2656704480900389,0.37086448207649014,0
2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834269406990373,0.6074487661504275,-0.01736504364922263,-1.2419558356388218,-0.019875125946178292,-0.5310006262823874,-0.5190618943630955,0.6398303474308352,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,1.3633804744676117,1.7940592475849881,-0.9875486167407468,-0.4683235520544687,-0.4081663459450445,0.3391583809536889,-0.15105737569444128,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3249846386838726,-2.567464408781746,0.2090629927550536,0.12259197481449151,-0.2067286368246326,-0.3876939658888206,-0.4025527620315142,-0.17731356731236544,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.266120216125222,-1.0556009921473777,-0.7645775637833344,0.6314064126106421,0.1482930338444306,-0.21709079875362203,-0.5973713111761254,-0.40657494778106906,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0370840992606398,0.15388974116011706,0.8657042983274552,2.0653380100361587,-0.19427173609940232,-0.5992418931364669,-0.412102690911152,2.1831820986307675,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,0.6074487661504275,0.43549102915932986,-0.13181524408358342,-0.0759311792097146,-0.19661841869739818,-0.4974153889025831,-0.4123385020386622,0
5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,-0.6020419671570671,-0.3117214909747819,-0.5481179659167978,-0.051017377759254016,-0.16249778527035846,-0.5101486274087668,-0.4302695597289518,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3249846386838726,-0.2996692838301934,-1.126862422030176,-0.686885539861203,0.42234484979949694,-0.5105282462261637,-0.6769540518397739,0.4252980500648695,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540207555484549,0.6074487661504275,0.005277759991205317,0.21510369077742852,-0.5555218571310807,-0.32627682572014916,1.6920649722357115,-0.295146232134269,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,-0.6020419671570671,0.3902054218784748,-0.7793972558241392,-0.11330188138540545,-0.4354628526866762,-0.4808621788445442,0.005839379095593316,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834269406990373,-1.0556009921473777,-1.308004851153597,-0.38622246298165913,-0.3375260944395506,-0.06696001167464725,-0.2656704480900389,-0.5000726057375795,1
7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540207555484549,-0.2996692838301934,-0.04000784728964977,0.23823161976816215,-0.4745520024170838,-0.2443873054952538,0.37099147721914827,-0.38288033583318626,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,0.6074487661504275,0.2543486000359087,-1.2419558356388218,3.0258371013726273,-0.5310006262823874,-0.8628593340300565,0.6398303474308352,0
0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985871564683304,0.9098214494773013,-0.266435883693926,0.006952329860820866,-0.3873536973404718,0.0012812551794321792,-0.15552793501154955,-0.5244076126029726,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.266120216125222,0.6074487661504275,-0.9910056001876106,2.0653380100361587,-0.3935821477030869,-0.29898031897851735,-0.1478879919078393,-0.31435807965957935,1
9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,0.15388974116011706,1.7940592475849881,-0.33996660500019105,-0.4683235520544687,-0.578769513080243,0.3391583809536889,1.6132306220465602,1
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.476586796376804,0.15388974116011706,0.0958489745529155,-1.6351306284813019,-0.3748967966152415,-0.5582971330240192,-0.17399113084551598,0.9459391180007802,1
16.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.3249846386838726,0.6074487661504275,0.2090629927550536,-0.039303528120647226,-0.2067286368246326,-0.17614603864117437,-0.4025527620315142,-0.42898876989393114,1
7.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,-1.0556009921473777,2.2016297131126845,0.6314064126106421,-0.1755863850115569,-0.21709079875362203,-0.4248359294173357,-0.40657494778106906,0
0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834269406990373,1.3633804744676117,-0.9910056001876106,-0.7562693268334055,-0.5617503074936958,0.18553267568544668,1.7748310225259059,-0.6031761874567451,0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,0.15388974116011706,-0.06265065093007771,-0.039303528120647226,-0.22541398791247805,0.014929508550248067,-0.39873279047965904,-0.5295307719430553,0
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.2996692838301934,-0.06265065093007771,0.6082784836199085,-0.007418225220948006,-0.2307390521244379,-0.524155189765569,-0.3944074443483725,1
6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,0.6074487661504275,-0.06265065093007771,0.12259197481449151,-0.22541398791247805,-0.3945180925742286,-0.39873279047965904,-0.16066329945709645,1
0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5540207555484549,0.15388974116011706,1.68084522938285,-0.039303528120647226,-0.49323735350492925,0.014929508550248067,0.44420759862970477,-0.5295307719430553,0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,-0.2996692838301934,-0.266435883693926,0.6082784836199085,-0.21295708718724776,-0.2307390521244379,-0.401916100106205,-0.3944074443483725,0
5.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,-0.6020419671570671,0.9109899056083103,-0.039303528120647226,-0.2627846900881689,-0.22391492543902997,-0.35798642725987107,-0.40337297319351734,0
7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,0.6074487661504275,0.16377738547419854,0.12259197481449151,0.3912025979864212,-0.3945180925742286,-0.670587432586682,-0.16066329945709645,0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540207555484549,-0.6020419671570671,1.68084522938285,0.7007901995828447,-0.49323735350492925,-0.12837715184331877,0.44420759862970477,-0.458446936099407,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.2996692838301934,-0.06265065093007771,0.8164298445365153,-0.007418225220948006,0.05587426866269573,-0.524155189765569,-0.543619460128283,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,-2.567464408781746,-0.266435883693926,-1.080060332703683,-0.21295708718724776,-0.33992507909096503,-0.401916100106205,-0.2714516201863862,1
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.2996692838301934,-0.266435883693926,0.6082784836199085,0.0922369805808943,-0.2307390521244379,-0.5674482006865936,-0.3944074443483725,0
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.2996692838301934,-0.42493550917692,0.9551974184809204,0.10469388130612459,-0.26485968555147765,-0.5731781580143763,-0.36238769847285524,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,0.15388974116011706,-0.06265065093007771,-0.686885539861203,-0.22541398791247805,-0.36039745914718885,-0.39873279047965904,-0.2560821421661379,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,0.15388974116011706,0.16377738547419854,0.19197576178669407,0.3912025979864212,-0.15567365858495052,-0.670587432586682,-0.4309099546464622,1
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5463688675671403,-0.6020419671570671,0.0958489745529155,-1.4038513385739604,-0.38112524697785666,0.5335631366412518,-0.1574379207874771,-0.6889891064031314,1
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,-0.6020419671570671,0.6619190655636061,-0.17807110206505233,-0.13821568283586602,-0.14202540521413465,-0.45348571605624916,-0.44756022250173116,1
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,-0.2996692838301934,0.9109899056083103,0.8164298445365153,-0.03233202667140858,0.05587426866269573,-0.5171519085871679,-0.543619460128283,0
11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.6020419671570671,-0.06265065093007771,-0.24745488903725404,-0.007418225220948006,-0.23756317880984587,-0.524155189765569,-0.3899246799258001,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.2996692838301934,0.2996342073167646,-0.24745488903725404,2.110254898068201,-0.2102666720682141,-0.8335728854658339,-0.40657494778106906,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7568354478187218,0.15388974116011706,1.4317743893381458,-0.24745488903725404,0.042409377679973145,0.12411553551677518,-0.5400717378982987,-0.5730776263337588,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0370840992606398,-0.2996692838301934,2.292200927674395,0.6082784836199085,0.15452148420704573,-0.2307390521244379,-0.5986446350267438,-0.3944074443483725,0
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3249846386838726,-0.2996692838301934,-0.33436429461520906,0.9551974184809204,2.5337895227260305,-0.26485968555147765,-0.8513994193744912,-0.36238769847285524,0
0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,0.15388974116011706,-0.42493550917692,-2.699015362055072,0.10469388130612459,,-0.5731781580143763,,1
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7568354478187218,-0.6020419671570671,-1.217433636591887,-0.039303528120647226,0.11715078203135487,-0.22391492543902997,-0.5840014107446325,-0.40337297319351734,0
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-1.3579736754742513,0.16377738547419854,-0.38622246298165913,-0.1631294842863266,-0.2921561922931094,-0.4261092532679541,-0.330367952597338,1
8.333333333333334,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.2996692838301934,0.16377738547419854,0.006952329860820866,0.3912025979864212,0.23330156248330228,-0.670587432586682,-0.6191860603945037,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,-0.6020419671570671,-0.19850747277264377,-1.4038513385739604,1.5185521136197622,0.5335631366412518,-0.8030131130509929,-0.6889891064031314,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.6020419671570671,0.11849177819334344,2.2734893709527655,-0.524379605318005,-0.17614603864117437,0.7434387035250227,-0.4296291648114415,0
11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,-1.0556009921473777,2.2016297131126845,0.9089415604994524,-0.18181483537417203,-0.18979429201199025,-0.4248359294173357,-0.4168212664612346,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,0.15388974116011706,-1.0362912074684658,0.14571990380522595,-0.3001553922638598,-0.5514730063386113,-0.31023678286168205,0.7454955088200421,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-1.0556009921473777,0.18642018911462646,0.9089415604994524,-0.1631294842863266,-0.18979429201199025,-0.44202580140068376,-0.4168212664612346,0
9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0370840992606398,-0.6020419671570671,1.1827035492934417,2.2734893709527655,-0.26901314045078406,-0.17614603864117437,-0.3420698791271414,-0.4296291648114415,0
7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5463688675671403,0.15388974116011706,-0.13057906185136076,-1.0338044747222148,-0.20050018646201748,-0.3058044456639253,-0.40509940973275094,-0.31435807965957935,0
6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-1.0556009921473777,0.11849177819334344,0.6314064126106421,-0.524379605318005,-0.22391492543902997,0.7434387035250227,-0.39376704943086216,1
6.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.6020419671570671,0.18642018911462646,-0.6175017528890004,-0.1631294842863266,-0.6128901465072828,-0.44202580140068376,2.7595375243900784,1
13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0370840992606398,-0.6020419671570671,0.8657042983274552,0.49263883866623787,-0.19427173609940232,-0.03283937824760754,-0.412102690911152,-0.5173632685103589,1
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6052332901257907,-0.2996692838301934,2.2016297131126845,1.6259073592122106,-0.18181483537417203,-0.07378413836005521,-0.4248359294173357,-0.4949494463974967,1
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0370840992606398,2.119312182784796,1.1827035492934417,-0.01617559912991277,-0.26901314045078406,0.2060050557416705,-0.3420698791271414,-0.6076589518793175,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834269406990373,0.6074487661504275,-1.4891472802770183,-0.10868731509284978,-0.02610357630879344,-0.19661841869739818,-0.524155189765569,-0.4097769223686208,0
5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-2.567464408781746,-1.0362912074684658,0.8395577735272498,-0.3001553922638598,-0.46275935942830804,-0.31023678286168205,0.0890907183719382,1
16.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0370840992606398,-0.6020419671570671,0.593990654642323,-0.6175017528890004,-0.22541398791247805,-0.1829701653265823,-0.38918286160002125,-0.4257867953063794,1
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.2996692838301934,0.11849177819334344,-1.2882116936202899,-0.524379605318005,-0.10108064510168698,0.7434387035250227,-0.46485088527451046,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451805843229115,-0.6020419671570671,0.18642018911462646,-0.24745488903725404,-0.1631294842863266,-0.2102666720682141,-0.44202580140068376,-0.40593455286355873,1
8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31733275070255795,-1.0556009921473777,0.2090629927550536,0.9089415604994524,-0.23164243827509318,-0.18979429201199025,-0.3809062565710018,-0.4168212664612346,0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.993523452664619,-0.6020419671570671,2.473343356797817,0.49263883866623787,-0.3375260944395506,-0.03283937824760754,-0.2720370673431308,-0.5173632685103589,0
